AA;K_CORSO_LA;DESCRIZIONE_CDL;SEDE_CDL;PSPA;PSPA_NOME;PSPA_LINGUA_OFFERTA;SEDE_PSPA;ANNO_DI_CORSO;SEMESTRE_PIANO;C_INSEGN;TIPO_INSEGN;DESC_TIPO_INSEGN;DESC_INSEGN;CFU;LINGUA_EROGAZIONE_INSEGN;ORDINE_DI_VISUALIZZAZIONE;DESCRIPTION
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;2;095947;M;MONODISCIPLINARE;CRYPTOGRAPHY AND ARCHITECTURES FOR COMPUTER SECURITY;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;1;096120;M;MONODISCIPLINARE;COMMUNICATION NETWORK DESIGN;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;2;096129;M;MONODISCIPLINARE;ADVANCED AND MULTIVARIABLE CONTROL;10,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;1;099325;M;MONODISCIPLINARE;FUNDAMENTALS OF MULTIMEDIA SIGNAL PROCESSING;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;2;051823;M;MONODISCIPLINARE;DISCRETE OPTIMIZATION;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;1;080931;M;MONODISCIPLINARE;ALGEBRA AND MATHEMATICAL LOGIC;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;1;088976;M;MONODISCIPLINARE;GAME THEORY;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;1;089174;M;MONODISCIPLINARE;ECONOMIA DEI SERVIZI E DELLE RETI I;5,00;IT;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;1;089216;M;MONODISCIPLINARE;SOFT COMPUTING;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;2;088805;M;MONODISCIPLINARE;FISICA TECNICA;5,00;IT;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;1;089169;M;MONODISCIPLINARE;AUTONOMOUS AGENTS AND MULTIAGENT SYSTEMS;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;1;089183;M;MONODISCIPLINARE;DATA BASES 2;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;1;090931;M;MONODISCIPLINARE;MIDDLEWARE TECHNOLOGIES FOR DISTRIBUTED SYSTEMS;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;2;090940;I;CORSO INTEGRATO;INFORMATICA E DIRITTO;5,00;IT;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;2;051587;I;CORSO INTEGRATO;MODEL IDENTIFICATION AND DATA ANALYSIS;10,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;2;051787;I;CORSO INTEGRATO;WIRELESS NETWORKS;10,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;1;085899;M;MONODISCIPLINARE;MISURE;5,00;IT;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;1;088877;M;MONODISCIPLINARE;TEORIA DEI SISTEMI (DINAMICA NON LINEARE);5,00;IT;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;1;088946;M;MONODISCIPLINARE;NATURAL LANGUAGE PROCESSING;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;2;088949;M;MONODISCIPLINARE;ADVANCED COMPUTER ARCHITECTURES;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;2;089043;M;MONODISCIPLINARE;MULTIMEDIA INTERNET;10,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;1;089214;M;MONODISCIPLINARE;ARTIFICIAL INTELLIGENCE;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;2;089318;M;MONODISCIPLINARE;HYPERMEDIA APPLICATIONS (WEB AND MULTIMEDIA);5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;1;090950;M;MONODISCIPLINARE;DISTRIBUTED SYSTEMS;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;2;090958;M;MONODISCIPLINARE;COMPUTER GRAPHICS;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;1;097685;M;MONODISCIPLINARE;ADVANCED USER INTERFACES;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;1;099282;M;MONODISCIPLINARE;BIOINFORMATICA E GENOMICA FUNZIONALE;5,00;IT;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;2;088882;M;MONODISCIPLINARE;FORMAL METHODS FOR CONCURRENT AND REAL-TIME SYSTEMS  (UIC 545);5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;2;089012;M;MONODISCIPLINARE;KNOWLEDGE ENGINEERING;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;2;089181;M;MONODISCIPLINARE;THEORETICAL COMPUTER SCIENCE;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;1;089194;M;MONODISCIPLINARE;COMPLESSITÀ NEI SISTEMI E NELLE RETI;5,00;IT;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;2;090037;M;MONODISCIPLINARE;MODEL IDENTIFICATION AND DATA ANALYSIS - 1ST MODULE;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;1;093212;M;MONODISCIPLINARE;DESIGN AND IMPLEMENTATION OF MOBILE APPLICATIONS;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;2;095942;I;CORSO INTEGRATO;DIGITAL SYSTEMS DESIGN METHODOLOGIES;10,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;1;097677;M;MONODISCIPLINARE;COMPUTER ETHICS;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;3;051904;M;MONODISCIPLINARE;BUSINESS PROCESS MANAGEMENT;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;3;051909;M;MONODISCIPLINARE;IMAGE CLASSIFICATION: MODERN APPROACHES;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;3;051926;M;MONODISCIPLINARE;DESIGNING INTERACTION;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;2;060001;M;MONODISCIPLINARE;BIOLOGIA E FISIOLOGIA;10,00;IT;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;2;088804;M;MONODISCIPLINARE;MECCANICA (PER ING. INFORMATICA);5,00;IT;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;1;088983;M;MONODISCIPLINARE;FOUNDATIONS OF OPERATIONS RESEARCH;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;2;090874;M;MONODISCIPLINARE;BUSINESS INFORMATION SYSTEMS 2;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;1;093060;M;MONODISCIPLINARE;SAFETY IN AUTOMATION SYSTEMS;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;2;093062;M;MONODISCIPLINARE;AUTOMATION AND CONTROL IN VEHICLES;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;2;093217;M;MONODISCIPLINARE;ROBOTICS AND DESIGN;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;1;096261;I;CORSO INTEGRATO;E-HEALTH METHODS AND APPLICATIONS [I.C.];10,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;2;096281;I;CORSO INTEGRATO;BIOMEDICAL SIGNAL PROCESSING AND MEDICAL IMAGES - BIOE 440-421;10,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;2;089013;M;MONODISCIPLINARE;ROBOTICS;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;1;089202;M;MONODISCIPLINARE;TECHNOLOGIES FOR INFORMATION SYSTEMS;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;2;095941;M;MONODISCIPLINARE;DIGITAL SYSTEMS DESIGN METHODOLOGIES 1;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;1;095945;M;MONODISCIPLINARE;ICT FOR HEALTH CARE;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;2;096260;M;MONODISCIPLINARE;TECHNOLOGIES FOR SENSORS AND CLINICAL INSTRUMENTATION - BIOE 576-430;10,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;1;090945;M;MONODISCIPLINARE;COMPUTER SYSTEMS PERFORMANCE EVALUATION;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;2;090957;M;MONODISCIPLINARE;CODE TRANSFORMATION AND OPTIMIZATION;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;2;091034;M;MONODISCIPLINARE;WIRELESS INTERNET;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;2;091036;M;MONODISCIPLINARE;MULTIMEDIA INTERNET APPLICATIONS;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;1;095903;M;MONODISCIPLINARE;ADVANCED OPERATING SYSTEMS;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;1;095907;I;CORSO INTEGRATO;EMBEDDED SYSTEMS;10,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;1;095944;M;MONODISCIPLINARE;BIOINFORMATICS AND COMPUTATIONAL BIOLOGY;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;2;051822;M;MONODISCIPLINARE;NONLINEAR OPTIMIZATION;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;2;085901;M;MONODISCIPLINARE;AUTOMAZIONE INDUSTRIALE;5,00;IT;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;2;089073;M;MONODISCIPLINARE;INTERNET OF THINGS;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;2;089167;M;MONODISCIPLINARE;DATA MINING AND TEXT MINING (UIC 583);5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;1;089175;M;MONODISCIPLINARE;VIDEOGAME DESIGN AND PROGRAMMING;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;1;089180;M;MONODISCIPLINARE;NUMERICAL ANALYSIS;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;1;091021;M;MONODISCIPLINARE;LOGICA  E  ALGEBRA 2;5,00;IT;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;2;091023;M;MONODISCIPLINARE;BUSINESS INFORMATION SYSTEMS 1;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;2;091079;I;CORSO INTEGRATO;BUSINESS INFORMATION SYSTEMS;10,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;1;093216;M;MONODISCIPLINARE;DISTRIBUTED SOFTWARE DEVELOPMENT;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;1;095905;M;MONODISCIPLINARE;EMBEDDED SYSTEMS 1;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;2;095940;M;MONODISCIPLINARE;DIGITAL SYSTEMS DESIGN METHODOLOGIES 2;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;2;095948;M;MONODISCIPLINARE;PROCESS AND SERVICE DESIGN;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;2;097484;M;MONODISCIPLINARE;SIMULATION TECHNIQUES AND TOOLS;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;2;097683;M;MONODISCIPLINARE;MACHINE LEARNING;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;1;097686;M;MONODISCIPLINARE;RECOMMENDER SYSTEMS;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;1;099324;M;MONODISCIPLINARE;SENSOR SYSTEMS;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;1;099993;M;MONODISCIPLINARE;IMAGE ANALYSIS AND COMPUTER VISION;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;1;089254;V;PROVA FINALE;PROVA FINALE (INF);20,00;;2;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;2;089254;V;PROVA FINALE;PROVA FINALE (INF);20,00;;2;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2E;EIT DIGITAL MASTER ON DATA SCIENCE;EN;MI;1;1;089183;M;MONODISCIPLINARE;DATA BASES 2;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2E;EIT DIGITAL MASTER ON DATA SCIENCE;EN;MI;1;2;095898;M;MONODISCIPLINARE;COMPUTING INFRASTRUCTURES;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2E;EIT DIGITAL MASTER ON DATA SCIENCE;EN;MI;1;2;052174;M;MONODISCIPLINARE;MACHINE LEARNING (EIT DSC);6,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2E;EIT DIGITAL MASTER ON DATA SCIENCE;EN;MI;1;1;089184;M;MONODISCIPLINARE;SOFTWARE ENGINEERING 2;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2E;EIT DIGITAL MASTER ON DATA SCIENCE;EN;MI;1;1;095943;M;MONODISCIPLINARE;PRINCIPLES OF PROGRAMMING LANGUAGES;5,00;EN;2;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2E;EIT DIGITAL MASTER ON DATA SCIENCE;EN;MI;1;2;095946;M;MONODISCIPLINARE;ADVANCED ALGORITHMS AND PARALLEL PROGRAMMING;5,00;EN;2;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2E;EIT DIGITAL MASTER ON DATA SCIENCE;EN;MI;1;2;089167;M;MONODISCIPLINARE;DATA MINING AND TEXT MINING (UIC 583);5,00;EN;2;
