AA;K_CORSO_LA;DESCRIZIONE_CDL;SEDE_CDL;PSPA;PSPA_NOME;PSPA_LINGUA_OFFERTA;SEDE_PSPA;ANNO_DI_CORSO;SEMESTRE_PIANO;C_INSEGN;TIPO_INSEGN;DESC_TIPO_INSEGN;DESC_INSEGN;CFU;LINGUA_EROGAZIONE_INSEGN;ORDINE_DI_VISUALIZZAZIONE;DESCRIPTION
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;2;091036;M;MONODISCIPLINARE;MULTIMEDIA INTERNET APPLICATIONS;5,00;EN;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;2;093735;M;MONODISCIPLINARE;GRAPH OPTIMIZATION;5,00;EN;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;1;095907;I;CORSO INTEGRATO;EMBEDDED SYSTEMS;10,00;EN;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;1;095944;M;MONODISCIPLINARE;BIOINFORMATICS AND COMPUTATIONAL BIOLOGY;5,00;EN;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;1;095945;M;MONODISCIPLINARE;ICT FOR HEALTH CARE;5,00;EN;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;2;096129;M;MONODISCIPLINARE;ADVANCED AND MULTIVARIABLE CONTROL;10,00;EN;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;2;096281;I;CORSO INTEGRATO;BIOMEDICAL SIGNAL PROCESSING AND MEDICAL IMAGES - BIOE 440-421;10,00;EN;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;2;051822;M;MONODISCIPLINARE;NONLINEAR OPTIMIZATION;5,00;EN;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;2;060001;M;MONODISCIPLINARE;BIOLOGIA E FISIOLOGIA;10,00;IT;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;2;088804;M;MONODISCIPLINARE;MECCANICA (PER ING. INFORMATICA);5,00;IT;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;2;088805;M;MONODISCIPLINARE;FISICA TECNICA;5,00;IT;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;2;089043;M;MONODISCIPLINARE;MULTIMEDIA INTERNET;10,00;EN;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;2;089165;M;MONODISCIPLINARE;COMPUTER SECURITY;5,00;EN;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;1;089180;M;MONODISCIPLINARE;NUMERICAL ANALYSIS;5,00;EN;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;1;089183;M;MONODISCIPLINARE;DATA BASES 2;5,00;EN;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;2;090915;M;MONODISCIPLINARE;PRODUCTION SYSTEMS CONTROL;5,00;EN;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;2;090958;M;MONODISCIPLINARE;COMPUTER GRAPHICS;5,00;EN;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;1;093269;M;MONODISCIPLINARE;DISCRETE MATHEMATICS;5,00;EN;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;2;095898;M;MONODISCIPLINARE;COMPUTING INFRASTRUCTURES;5,00;EN;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;2;095941;M;MONODISCIPLINARE;DIGITAL SYSTEMS DESIGN METHODOLOGIES 1;5,00;EN;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;1;095943;M;MONODISCIPLINARE;PRINCIPLES OF PROGRAMMING LANGUAGES;5,00;EN;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;1;096120;M;MONODISCIPLINARE;COMMUNICATION NETWORK DESIGN;5,00;EN;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;3;051899;M;MONODISCIPLINARE;ADVANCED TOPICS ON HETEROGENEOUS SYSTEM ARCHITECTURES;5,00;EN;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;2;051823;M;MONODISCIPLINARE;DISCRETE OPTIMIZATION;5,00;EN;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;1;080931;M;MONODISCIPLINARE;ALGEBRA AND MATHEMATICAL LOGIC;5,00;EN;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;1;088976;M;MONODISCIPLINARE;GAME THEORY;5,00;EN;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;2;089185;M;MONODISCIPLINARE;HIGH PERFORMANCE PROCESSORS AND SYSTEMS (UIC 569);5,00;EN;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;1;089202;M;MONODISCIPLINARE;TECHNOLOGIES FOR INFORMATION SYSTEMS;5,00;EN;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;1;090931;M;MONODISCIPLINARE;MIDDLEWARE TECHNOLOGIES FOR DISTRIBUTED SYSTEMS;5,00;EN;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;2;090955;M;MONODISCIPLINARE;DEPENDABLE SYSTEMS;5,00;EN;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;1;091021;M;MONODISCIPLINARE;LOGICA  E  ALGEBRA 2;5,00;IT;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;1;093060;M;MONODISCIPLINARE;SAFETY IN AUTOMATION SYSTEMS;5,00;EN;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;3;051904;M;MONODISCIPLINARE;BUSINESS PROCESS MANAGEMENT;5,00;EN;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;3;051908;M;MONODISCIPLINARE;DEEP LEARNING: THEORY, TECHNIQUES AND APPLICATIONS;5,00;EN;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;1;085899;M;MONODISCIPLINARE;MISURE;5,00;IT;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;2;089012;M;MONODISCIPLINARE;KNOWLEDGE ENGINEERING;5,00;EN;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;2;089013;M;MONODISCIPLINARE;ROBOTICS;5,00;EN;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;2;089318;M;MONODISCIPLINARE;HYPERMEDIA APPLICATIONS (WEB AND MULTIMEDIA);5,00;EN;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;2;091034;M;MONODISCIPLINARE;WIRELESS INTERNET;5,00;EN;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;2;095946;M;MONODISCIPLINARE;ADVANCED ALGORITHMS AND PARALLEL PROGRAMMING;5,00;EN;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;2;096260;M;MONODISCIPLINARE;TECHNOLOGIES FOR SENSORS AND CLINICAL INSTRUMENTATION - BIOE 576-430;10,00;EN;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;2;097484;M;MONODISCIPLINARE;SIMULATION TECHNIQUES AND TOOLS;5,00;EN;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;1;097677;M;MONODISCIPLINARE;COMPUTER ETHICS;5,00;EN;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;1;099993;M;MONODISCIPLINARE;IMAGE ANALYSIS AND COMPUTER VISION;5,00;EN;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;3;051909;M;MONODISCIPLINARE;IMAGE CLASSIFICATION: MODERN APPROACHES;5,00;EN;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;2;051787;I;CORSO INTEGRATO;WIRELESS NETWORKS;10,00;EN;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;2;085901;M;MONODISCIPLINARE;AUTOMAZIONE INDUSTRIALE;5,00;IT;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;1;089214;M;MONODISCIPLINARE;ARTIFICIAL INTELLIGENCE;5,00;EN;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;2;093206;M;MONODISCIPLINARE;MULTIDISCIPLINARY PROJECT;5,00;EN;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;1;096261;I;CORSO INTEGRATO;E-HEALTH METHODS AND APPLICATIONS [I.C.];10,00;EN;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;2;085925;M;MONODISCIPLINARE;ANALISI MATEMATICA III;5,00;IT;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;2;089073;M;MONODISCIPLINARE;INTERNET OF THINGS;5,00;EN;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;1;089169;M;MONODISCIPLINARE;AUTONOMOUS AGENTS AND MULTIAGENT SYSTEMS;5,00;EN;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;1;089195;I;CORSO INTEGRATO;DINAMICA DEI SISTEMI COMPLESSI;10,00;IT;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;2;090874;M;MONODISCIPLINARE;BUSINESS INFORMATION SYSTEMS 2;5,00;EN;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;1;090914;M;MONODISCIPLINARE;CONTROL OF INDUSTRIAL ROBOTS;5,00;EN;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;2;093062;M;MONODISCIPLINARE;AUTOMATION AND CONTROL IN VEHICLES;5,00;EN;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;1;093216;M;MONODISCIPLINARE;DISTRIBUTED SOFTWARE DEVELOPMENT;5,00;EN;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;2;093217;M;MONODISCIPLINARE;ROBOTICS AND DESIGN;5,00;EN;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;1;095905;M;MONODISCIPLINARE;EMBEDDED SYSTEMS 1;5,00;EN;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;1;2;095942;I;CORSO INTEGRATO;DIGITAL SYSTEMS DESIGN METHODOLOGIES;10,00;EN;7;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;1;090914;M;MONODISCIPLINARE;CONTROL OF INDUSTRIAL ROBOTS;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;2;090915;M;MONODISCIPLINARE;PRODUCTION SYSTEMS CONTROL;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;2;090916;M;MONODISCIPLINARE;AUTOMATION OF ENERGY SYSTEMS;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;2;090951;M;MONODISCIPLINARE;PHILOSOPHICAL ISSUES OF COMPUTER SCIENCE;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;2;090955;M;MONODISCIPLINARE;DEPENDABLE SYSTEMS;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;2;093206;M;MONODISCIPLINARE;MULTIDISCIPLINARY PROJECT;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;2;093735;M;MONODISCIPLINARE;GRAPH OPTIMIZATION;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;2;095898;M;MONODISCIPLINARE;COMPUTING INFRASTRUCTURES;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;1;095901;M;MONODISCIPLINARE;ICT FOR CONTROL SYSTEMS ENGINEERING;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;1;097678;M;MONODISCIPLINARE;DATA ACQUISITION SYSTEMS;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;2;097688;M;MONODISCIPLINARE;ECONOMICS AND COMPUTATION;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;2;099322;M;MONODISCIPLINARE;SEGNALI PER LE COMUNICAZIONI;10,00;IT;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;3;051899;M;MONODISCIPLINARE;ADVANCED TOPICS ON HETEROGENEOUS SYSTEM ARCHITECTURES;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;3;051908;M;MONODISCIPLINARE;DEEP LEARNING: THEORY, TECHNIQUES AND APPLICATIONS;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;1;085900;M;MONODISCIPLINARE;CHIMICA GENERALE;5,00;IT;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;2;085925;M;MONODISCIPLINARE;ANALISI MATEMATICA III;5,00;IT;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;2;089165;M;MONODISCIPLINARE;COMPUTER SECURITY;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;1;089182;M;MONODISCIPLINARE;FORMAL LANGUAGES AND COMPILERS;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;1;089184;M;MONODISCIPLINARE;SOFTWARE ENGINEERING 2;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;2;089185;M;MONODISCIPLINARE;HIGH PERFORMANCE PROCESSORS AND SYSTEMS (UIC 569);5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;1;089195;I;CORSO INTEGRATO;DINAMICA DEI SISTEMI COMPLESSI;10,00;IT;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;1;093269;M;MONODISCIPLINARE;DISCRETE MATHEMATICS;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;1;094743;M;MONODISCIPLINARE;DATA MANAGEMENT FOR THE WEB;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;1;095943;M;MONODISCIPLINARE;PRINCIPLES OF PROGRAMMING LANGUAGES;5,00;EN;1;
2017;481;Ing Ind - Inf (Mag.)(ord. 270) - MI (481) COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA;MI;T2A;COMPUTER SCIENCE AND ENGINEERING;EN;MI;2;2;095946;M;MONODISCIPLINARE;ADVANCED ALGORITHMS AND PARALLEL PROGRAMMING;5,00;EN;1;
